Time: 2020-11-18T17:05:20.012194300, Number ID: 1, Price: 191, Quantity: 26
Time: 2020-11-18T17:05:20.012194300, Number ID: 40, Price: 190.98, Quantity: 26
Time: 2020-11-18T17:05:20.012194300, Number ID: 41, Price: 190.98, Quantity: 6
Time: 2020-11-18T17:05:20.012194300, Number ID: 42, Price: 190.98, Quantity: 18
Time: 2020-11-18T17:05:20.012194300, Number ID: 43, Price: 190.98, Quantity: 26
Time: 2020-11-18T17:05:20.012194300, Number ID: 44, Price: 190.98, Quantity: 5
Time: 2020-11-18T17:05:20.012194300, Number ID: 45, Price: 190.98, Quantity: 30
Time: 2020-11-18T17:05:20.012194300, Number ID: 46, Price: 190.98, Quantity: 14
Time: 2020-11-18T17:05:20.012194300, Number ID: 47, Price: 190.98, Quantity: 30
Time: 2020-11-18T17:05:20.012194300, Number ID: 48, Price: 190.98, Quantity: 7
Time: 2020-11-18T17:05:20.012194300, Number ID: 49, Price: 190.98, Quantity: 22
Time: 2020-11-18T17:05:20.012194300, Number ID: 50, Price: 190.98, Quantity: 6
Time: 2020-11-18T17:05:20.012194300, Number ID: 51, Price: 190.98, Quantity: 32
Time: 2020-11-18T17:05:20.012194300, Number ID: 52, Price: 190.98, Quantity: 11
Time: 2020-11-18T17:05:20.012194300, Number ID: 53, Price: 190.98, Quantity: 21
Time: 2020-11-18T17:05:20.012194300, Number ID: 54, Price: 190.98, Quantity: 6
Time: 2020-11-18T17:05:20.012194300, Number ID: 55, Price: 190.98, Quantity: 27
Time: 2020-11-18T17:05:20.012194300, Number ID: 56, Price: 190.98, Quantity: 14
Time: 2020-11-18T17:05:20.012194300, Number ID: 57, Price: 190.98, Quantity: 20
Time: 2020-11-18T17:05:20.012194300, Number ID: 58, Price: 190.98, Quantity: 16
Time: 2020-11-18T17:05:20.012194300, Number ID: 59, Price: 190.98, Quantity: 25
Time: 2020-11-18T17:05:20.012194300, Number ID: 60, Price: 190.98, Quantity: 1
Time: 2020-11-18T17:05:20.012194300, Number ID: 61, Price: 190.98, Quantity: 30
Time: 2020-11-18T17:05:20.012194300, Number ID: 62, Price: 190.98, Quantity: 6
Time: 2020-11-18T17:05:20.012194300, Number ID: 63, Price: 190.97, Quantity: 42
Time: 2020-11-18T17:05:20.012194300, Number ID: 64, Price: 190.97, Quantity: 1
Time: 2020-11-18T17:05:20.012194300, Number ID: 65, Price: 190.97, Quantity: 26
Time: 2020-11-18T17:05:20.012194300, Number ID: 66, Price: 190.97, Quantity: 4
Time: 2020-11-18T17:05:20.012194300, Number ID: 67, Price: 190.97, Quantity: 29
Time: 2020-11-18T17:05:20.012194300, Number ID: 68, Price: 190.97, Quantity: 5
Time: 2020-11-18T17:05:20.012194300, Number ID: 69, Price: 190.97, Quantity: 32
Time: 2020-11-18T17:05:20.012194300, Number ID: 70, Price: 190.97, Quantity: 1
Time: 2020-11-18T17:05:20.012194300, Number ID: 71, Price: 190.97, Quantity: 28
Time: 2020-11-18T17:05:20.012194300, Number ID: 72, Price: 190.97, Quantity: 21
Time: 2020-11-18T17:05:20.012194300, Number ID: 73, Price: 190.97, Quantity: 9
Time: 2020-11-18T17:05:20.012194300, Number ID: 74, Price: 190.97, Quantity: 29
Time: 2020-11-18T17:05:20.012194300, Number ID: 75, Price: 190.97, Quantity: 10
Time: 2020-11-18T17:05:20.012194300, Number ID: 76, Price: 190.97, Quantity: 12
Time: 2020-11-18T17:05:20.012194300, Number ID: 77, Price: 190.97, Quantity: 13
Time: 2020-11-18T17:05:20.012194300, Number ID: 78, Price: 190.97, Quantity: 9
Time: 2020-11-18T17:05:20.012194300, Number ID: 79, Price: 190.97, Quantity: 13
Time: 2020-11-18T17:05:20.012194300, Number ID: 80, Price: 190.97, Quantity: 14
Time: 2020-11-18T17:05:20.012194300, Number ID: 81, Price: 190.97, Quantity: 16
Time: 2020-11-18T17:05:20.012194300, Number ID: 82, Price: 190.97, Quantity: 18
Time: 2020-11-18T17:05:20.012194300, Number ID: 83, Price: 190.97, Quantity: 31
Time: 2020-11-18T17:05:20.012194300, Number ID: 84, Price: 190.97, Quantity: 2
Time: 2020-11-18T17:05:20.012194300, Number ID: 85, Price: 190.97, Quantity: 29
Time: 2020-11-18T17:05:20.012194300, Number ID: 86, Price: 190.97, Quantity: 14
Time: 2020-11-18T17:05:20.012194300, Number ID: 87, Price: 190.97, Quantity: 26
Time: 2020-11-18T17:05:20.012194300, Number ID: 88, Price: 190.97, Quantity: 17
Time: 2020-11-18T17:05:20.012194300, Number ID: 89, Price: 190.97, Quantity: 18
Time: 2020-11-18T17:05:20.012194300, Number ID: 90, Price: 190.96, Quantity: 6
Time: 2020-11-18T17:05:20.012194300, Number ID: 91, Price: 190.96, Quantity: 25
Time: 2020-11-18T17:05:20.012194300, Number ID: 92, Price: 190.96, Quantity: 9
Time: 2020-11-18T17:05:20.012194300, Number ID: 93, Price: 190.96, Quantity: 28
Time: 2020-11-18T17:05:20.012194300, Number ID: 94, Price: 190.96, Quantity: 3
Time: 2020-11-18T17:05:20.013191300, Number ID: 95, Price: 190.96, Quantity: 18
Time: 2020-11-18T17:05:20.013191300, Number ID: 96, Price: 190.96, Quantity: 23
Time: 2020-11-18T17:05:20.013191300, Number ID: 97, Price: 190.96, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 98, Price: 190.96, Quantity: 4
Time: 2020-11-18T17:05:20.013191300, Number ID: 99, Price: 190.96, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 100, Price: 190.96, Quantity: 5
Time: 2020-11-18T17:05:20.013191300, Number ID: 101, Price: 190.96, Quantity: 36
Time: 2020-11-18T17:05:20.013191300, Number ID: 102, Price: 190.96, Quantity: 14
Time: 2020-11-18T17:05:20.013191300, Number ID: 103, Price: 190.95, Quantity: 27
Time: 2020-11-18T17:05:20.013191300, Number ID: 104, Price: 190.95, Quantity: 5
Time: 2020-11-18T17:05:20.013191300, Number ID: 105, Price: 190.95, Quantity: 26
Time: 2020-11-18T17:05:20.013191300, Number ID: 106, Price: 190.95, Quantity: 20
Time: 2020-11-18T17:05:20.013191300, Number ID: 107, Price: 190.95, Quantity: 30
Time: 2020-11-18T17:05:20.013191300, Number ID: 108, Price: 190.95, Quantity: 5
Time: 2020-11-18T17:05:20.013191300, Number ID: 109, Price: 190.95, Quantity: 20
Time: 2020-11-18T17:05:20.013191300, Number ID: 110, Price: 190.95, Quantity: 12
Time: 2020-11-18T17:05:20.013191300, Number ID: 111, Price: 190.95, Quantity: 15
Time: 2020-11-18T17:05:20.013191300, Number ID: 112, Price: 190.95, Quantity: 8
Time: 2020-11-18T17:05:20.013191300, Number ID: 113, Price: 190.95, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 114, Price: 190.95, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 115, Price: 190.95, Quantity: 1
Time: 2020-11-18T17:05:20.013191300, Number ID: 116, Price: 190.95, Quantity: 37
Time: 2020-11-18T17:05:20.013191300, Number ID: 117, Price: 190.95, Quantity: 2
Time: 2020-11-18T17:05:20.013191300, Number ID: 118, Price: 190.95, Quantity: 28
Time: 2020-11-18T17:05:20.013191300, Number ID: 119, Price: 190.95, Quantity: 15
Time: 2020-11-18T17:05:20.013191300, Number ID: 120, Price: 190.95, Quantity: 11
Time: 2020-11-18T17:05:20.013191300, Number ID: 121, Price: 190.95, Quantity: 12
Time: 2020-11-18T17:05:20.013191300, Number ID: 122, Price: 190.95, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 123, Price: 190.95, Quantity: 1
Time: 2020-11-18T17:05:20.013191300, Number ID: 124, Price: 190.95, Quantity: 19
Time: 2020-11-18T17:05:20.013191300, Number ID: 125, Price: 190.94, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 126, Price: 190.94, Quantity: 1
Time: 2020-11-18T17:05:20.013191300, Number ID: 127, Price: 190.94, Quantity: 26
Time: 2020-11-18T17:05:20.013191300, Number ID: 128, Price: 190.94, Quantity: 10
Time: 2020-11-18T17:05:20.013191300, Number ID: 129, Price: 190.94, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 130, Price: 190.94, Quantity: 29
Time: 2020-11-18T17:05:20.013191300, Number ID: 131, Price: 190.94, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 132, Price: 190.94, Quantity: 11
Time: 2020-11-18T17:05:20.013191300, Number ID: 133, Price: 190.94, Quantity: 9
Time: 2020-11-18T17:05:20.013191300, Number ID: 134, Price: 190.94, Quantity: 15
Time: 2020-11-18T17:05:20.013191300, Number ID: 135, Price: 190.94, Quantity: 32
Time: 2020-11-18T17:05:20.013191300, Number ID: 136, Price: 190.94, Quantity: 11
Time: 2020-11-18T17:05:20.013191300, Number ID: 137, Price: 190.94, Quantity: 23
Time: 2020-11-18T17:05:20.013191300, Number ID: 138, Price: 190.94, Quantity: 20
Time: 2020-11-18T17:05:20.013191300, Number ID: 139, Price: 190.94, Quantity: 23
Time: 2020-11-18T17:05:20.013191300, Number ID: 140, Price: 190.94, Quantity: 12
Time: 2020-11-18T17:05:20.013191300, Number ID: 141, Price: 190.94, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 142, Price: 190.93, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 143, Price: 190.93, Quantity: 26
Time: 2020-11-18T17:05:20.013191300, Number ID: 144, Price: 190.93, Quantity: 16
Time: 2020-11-18T17:05:20.013191300, Number ID: 145, Price: 190.93, Quantity: 28
Time: 2020-11-18T17:05:20.013191300, Number ID: 146, Price: 190.93, Quantity: 1
Time: 2020-11-18T17:05:20.013191300, Number ID: 147, Price: 190.93, Quantity: 42
Time: 2020-11-18T17:05:20.013191300, Number ID: 148, Price: 190.93, Quantity: 2
Time: 2020-11-18T17:05:20.013191300, Number ID: 149, Price: 190.93, Quantity: 18
Time: 2020-11-18T17:05:20.013191300, Number ID: 150, Price: 190.93, Quantity: 24
Time: 2020-11-18T17:05:20.013191300, Number ID: 151, Price: 190.93, Quantity: 7
Time: 2020-11-18T17:05:20.013191300, Number ID: 152, Price: 190.93, Quantity: 28
Time: 2020-11-18T17:05:20.013191300, Number ID: 153, Price: 190.93, Quantity: 10
Time: 2020-11-18T17:05:20.013191300, Number ID: 154, Price: 190.93, Quantity: 20
Time: 2020-11-18T17:05:20.013191300, Number ID: 155, Price: 190.93, Quantity: 12
Time: 2020-11-18T17:05:20.013191300, Number ID: 156, Price: 190.93, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 157, Price: 190.93, Quantity: 16
Time: 2020-11-18T17:05:20.013191300, Number ID: 158, Price: 190.93, Quantity: 18
Time: 2020-11-18T17:05:20.013191300, Number ID: 159, Price: 190.93, Quantity: 3
Time: 2020-11-18T17:05:20.013191300, Number ID: 160, Price: 190.93, Quantity: 30
Time: 2020-11-18T17:05:20.013191300, Number ID: 161, Price: 190.92, Quantity: 10
Time: 2020-11-18T17:05:20.013191300, Number ID: 162, Price: 190.92, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 163, Price: 190.92, Quantity: 4
Time: 2020-11-18T17:05:20.013191300, Number ID: 164, Price: 190.92, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 165, Price: 190.92, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 166, Price: 190.92, Quantity: 22
Time: 2020-11-18T17:05:20.013191300, Number ID: 167, Price: 190.92, Quantity: 8
Time: 2020-11-18T17:05:20.013191300, Number ID: 168, Price: 190.92, Quantity: 29
Time: 2020-11-18T17:05:20.013191300, Number ID: 169, Price: 190.92, Quantity: 17
Time: 2020-11-18T17:05:20.013191300, Number ID: 170, Price: 190.92, Quantity: 19
Time: 2020-11-18T17:05:20.013191300, Number ID: 171, Price: 190.92, Quantity: 13
Time: 2020-11-18T17:05:20.013191300, Number ID: 172, Price: 190.92, Quantity: 31
Time: 2020-11-18T17:05:20.013191300, Number ID: 173, Price: 190.92, Quantity: 8
Time: 2020-11-18T17:05:20.013191300, Number ID: 174, Price: 190.92, Quantity: 22
Time: 2020-11-18T17:05:20.013191300, Number ID: 175, Price: 190.92, Quantity: 16
Time: 2020-11-18T17:05:20.013191300, Number ID: 176, Price: 190.92, Quantity: 24
Time: 2020-11-18T17:05:20.013191300, Number ID: 177, Price: 190.92, Quantity: 3
Time: 2020-11-18T17:05:20.013191300, Number ID: 178, Price: 190.92, Quantity: 25
Time: 2020-11-18T17:05:20.013191300, Number ID: 179, Price: 190.92, Quantity: 6
Time: 2020-11-18T17:05:20.013191300, Number ID: 180, Price: 190.92, Quantity: 30
Time: 2020-11-18T17:05:20.013191300, Number ID: 181, Price: 190.92, Quantity: 2
Time: 2020-11-18T17:05:20.013191300, Number ID: 182, Price: 190.92, Quantity: 20
Time: 2020-11-18T17:05:20.013191300, Number ID: 183, Price: 190.92, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 184, Price: 190.92, Quantity: 9
Time: 2020-11-18T17:05:20.013191300, Number ID: 185, Price: 190.91, Quantity: 18
Time: 2020-11-18T17:05:20.013191300, Number ID: 186, Price: 190.91, Quantity: 3
Time: 2020-11-18T17:05:20.013191300, Number ID: 187, Price: 190.91, Quantity: 22
Time: 2020-11-18T17:05:20.013191300, Number ID: 188, Price: 190.91, Quantity: 21
Time: 2020-11-18T17:05:20.013191300, Number ID: 189, Price: 190.91, Quantity: 15
Time: 2020-11-18T17:05:20.013191300, Number ID: 190, Price: 190.91, Quantity: 26
Time: 2020-11-18T17:05:20.014188500, Number ID: 191, Price: 190.91, Quantity: 15
Time: 2020-11-18T17:05:20.014188500, Number ID: 192, Price: 190.91, Quantity: 28
Time: 2020-11-18T17:05:20.014188500, Number ID: 193, Price: 190.91, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 194, Price: 190.91, Quantity: 29
Time: 2020-11-18T17:05:20.014188500, Number ID: 195, Price: 190.91, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 196, Price: 190.91, Quantity: 34
Time: 2020-11-18T17:05:20.014188500, Number ID: 197, Price: 190.91, Quantity: 6
Time: 2020-11-18T17:05:20.014188500, Number ID: 198, Price: 190.91, Quantity: 37
Time: 2020-11-18T17:05:20.014188500, Number ID: 199, Price: 190.91, Quantity: 5
Time: 2020-11-18T17:05:20.014188500, Number ID: 200, Price: 190.91, Quantity: 23
Time: 2020-11-18T17:05:20.014188500, Number ID: 201, Price: 190.91, Quantity: 24
Time: 2020-11-18T17:05:20.014188500, Number ID: 202, Price: 190.90, Quantity: 8
Time: 2020-11-18T17:05:20.014188500, Number ID: 203, Price: 190.90, Quantity: 24
Time: 2020-11-18T17:05:20.014188500, Number ID: 204, Price: 190.90, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 205, Price: 190.90, Quantity: 28
Time: 2020-11-18T17:05:20.014188500, Number ID: 206, Price: 190.90, Quantity: 29
Time: 2020-11-18T17:05:20.014188500, Number ID: 207, Price: 190.90, Quantity: 21
Time: 2020-11-18T17:05:20.014188500, Number ID: 208, Price: 190.90, Quantity: 10
Time: 2020-11-18T17:05:20.014188500, Number ID: 209, Price: 190.90, Quantity: 29
Time: 2020-11-18T17:05:20.014188500, Number ID: 210, Price: 190.90, Quantity: 8
Time: 2020-11-18T17:05:20.014188500, Number ID: 211, Price: 190.90, Quantity: 20
Time: 2020-11-18T17:05:20.014188500, Number ID: 212, Price: 190.90, Quantity: 27
Time: 2020-11-18T17:05:20.014188500, Number ID: 213, Price: 190.90, Quantity: 3
Time: 2020-11-18T17:05:20.014188500, Number ID: 214, Price: 190.90, Quantity: 29
Time: 2020-11-18T17:05:20.014188500, Number ID: 215, Price: 190.90, Quantity: 11
Time: 2020-11-18T17:05:20.014188500, Number ID: 216, Price: 190.90, Quantity: 36
Time: 2020-11-18T17:05:20.014188500, Number ID: 217, Price: 190.90, Quantity: 10
Time: 2020-11-18T17:05:20.014188500, Number ID: 218, Price: 190.90, Quantity: 36
Time: 2020-11-18T17:05:20.014188500, Number ID: 219, Price: 190.90, Quantity: 3
Time: 2020-11-18T17:05:20.014188500, Number ID: 220, Price: 190.90, Quantity: 43
Time: 2020-11-18T17:05:20.014188500, Number ID: 221, Price: 190.90, Quantity: 30
Time: 2020-11-18T17:05:20.014188500, Number ID: 222, Price: 190.90, Quantity: 18
Time: 2020-11-18T17:05:20.014188500, Number ID: 223, Price: 190.90, Quantity: 23
Time: 2020-11-18T17:05:20.014188500, Number ID: 224, Price: 190.90, Quantity: 26
Time: 2020-11-18T17:05:20.014188500, Number ID: 225, Price: 190.89, Quantity: 3
Time: 2020-11-18T17:05:20.014188500, Number ID: 226, Price: 190.89, Quantity: 34
Time: 2020-11-18T17:05:20.014188500, Number ID: 227, Price: 190.89, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 228, Price: 190.89, Quantity: 18
Time: 2020-11-18T17:05:20.014188500, Number ID: 229, Price: 190.89, Quantity: 23
Time: 2020-11-18T17:05:20.014188500, Number ID: 230, Price: 190.89, Quantity: 25
Time: 2020-11-18T17:05:20.014188500, Number ID: 231, Price: 190.89, Quantity: 2
Time: 2020-11-18T17:05:20.014188500, Number ID: 232, Price: 190.89, Quantity: 18
Time: 2020-11-18T17:05:20.014188500, Number ID: 233, Price: 190.89, Quantity: 11
Time: 2020-11-18T17:05:20.014188500, Number ID: 234, Price: 190.89, Quantity: 20
Time: 2020-11-18T17:05:20.014188500, Number ID: 235, Price: 190.89, Quantity: 3
Time: 2020-11-18T17:05:20.014188500, Number ID: 236, Price: 190.88, Quantity: 25
Time: 2020-11-18T17:05:20.014188500, Number ID: 237, Price: 190.88, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 238, Price: 190.88, Quantity: 27
Time: 2020-11-18T17:05:20.014188500, Number ID: 239, Price: 190.88, Quantity: 4
Time: 2020-11-18T17:05:20.014188500, Number ID: 240, Price: 190.88, Quantity: 18
Time: 2020-11-18T17:05:20.014188500, Number ID: 241, Price: 190.88, Quantity: 6
Time: 2020-11-18T17:05:20.014188500, Number ID: 242, Price: 190.88, Quantity: 27
Time: 2020-11-18T17:05:20.014188500, Number ID: 243, Price: 190.88, Quantity: 2
Time: 2020-11-18T17:05:20.014188500, Number ID: 244, Price: 190.88, Quantity: 41
Time: 2020-11-18T17:05:20.014188500, Number ID: 245, Price: 190.88, Quantity: 1
Time: 2020-11-18T17:05:20.014188500, Number ID: 246, Price: 190.88, Quantity: 31
Time: 2020-11-18T17:05:20.014188500, Number ID: 247, Price: 190.88, Quantity: 9
Time: 2020-11-18T17:05:20.014188500, Number ID: 248, Price: 190.88, Quantity: 19
Time: 2020-11-18T17:05:20.014188500, Number ID: 249, Price: 190.88, Quantity: 2
Time: 2020-11-18T17:05:20.014188500, Number ID: 250, Price: 190.88, Quantity: 37
Time: 2020-11-18T17:05:20.014188500, Number ID: 251, Price: 190.88, Quantity: 5
Time: 2020-11-18T17:05:20.014188500, Number ID: 252, Price: 190.88, Quantity: 27
Time: 2020-11-18T17:05:20.014188500, Number ID: 253, Price: 190.88, Quantity: 2
Time: 2020-11-18T17:05:20.014188500, Number ID: 254, Price: 190.88, Quantity: 19
Time: 2020-11-18T17:05:20.014188500, Number ID: 255, Price: 190.88, Quantity: 22
Time: 2020-11-18T17:05:20.014188500, Number ID: 256, Price: 190.88, Quantity: 1
Time: 2020-11-18T17:05:20.014188500, Number ID: 257, Price: 190.88, Quantity: 28
Time: 2020-11-18T17:05:20.014188500, Number ID: 258, Price: 190.87, Quantity: 16
Time: 2020-11-18T17:05:20.014188500, Number ID: 259, Price: 190.87, Quantity: 14
Time: 2020-11-18T17:05:20.014188500, Number ID: 260, Price: 190.87, Quantity: 17
Time: 2020-11-18T17:05:20.014188500, Number ID: 261, Price: 190.87, Quantity: 16
Time: 2020-11-18T17:05:20.014188500, Number ID: 262, Price: 190.87, Quantity: 22
Time: 2020-11-18T17:05:20.014188500, Number ID: 263, Price: 190.87, Quantity: 18
Time: 2020-11-18T17:05:20.014188500, Number ID: 264, Price: 190.87, Quantity: 5
Time: 2020-11-18T17:05:20.014188500, Number ID: 265, Price: 190.87, Quantity: 37
Time: 2020-11-18T17:05:20.014188500, Number ID: 266, Price: 190.87, Quantity: 2
Time: 2020-11-18T17:05:20.014188500, Number ID: 267, Price: 190.87, Quantity: 24
Time: 2020-11-18T17:05:20.014188500, Number ID: 268, Price: 190.87, Quantity: 13
Time: 2020-11-18T17:05:20.014188500, Number ID: 269, Price: 190.87, Quantity: 33
Time: 2020-11-18T17:05:20.014188500, Number ID: 270, Price: 190.87, Quantity: 5
Time: 2020-11-18T17:05:20.014188500, Number ID: 271, Price: 190.86, Quantity: 17
Time: 2020-11-18T17:05:20.014188500, Number ID: 272, Price: 190.86, Quantity: 16
Time: 2020-11-18T17:05:20.014188500, Number ID: 273, Price: 190.86, Quantity: 13
Time: 2020-11-18T17:05:20.014188500, Number ID: 274, Price: 190.86, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 275, Price: 190.86, Quantity: 31
Time: 2020-11-18T17:05:20.014188500, Number ID: 276, Price: 190.86, Quantity: 15
Time: 2020-11-18T17:05:20.014188500, Number ID: 277, Price: 190.86, Quantity: 25
Time: 2020-11-18T17:05:20.014188500, Number ID: 278, Price: 190.86, Quantity: 7
Time: 2020-11-18T17:05:20.014188500, Number ID: 279, Price: 190.86, Quantity: 27
Time: 2020-11-18T17:05:20.014188500, Number ID: 280, Price: 190.86, Quantity: 7
Time: 2020-11-18T17:05:20.015186100, Number ID: 281, Price: 190.86, Quantity: 33
Time: 2020-11-18T17:05:20.015186100, Number ID: 282, Price: 190.86, Quantity: 13
Time: 2020-11-18T17:05:20.015186100, Number ID: 283, Price: 190.86, Quantity: 30
Time: 2020-11-18T17:05:20.015186100, Number ID: 284, Price: 190.86, Quantity: 14
Time: 2020-11-18T17:05:20.015186100, Number ID: 285, Price: 190.86, Quantity: 17
Time: 2020-11-18T17:05:20.015186100, Number ID: 286, Price: 190.86, Quantity: 11
Time: 2020-11-18T17:05:20.015186100, Number ID: 287, Price: 190.86, Quantity: 21
Time: 2020-11-18T17:05:20.015186100, Number ID: 288, Price: 190.86, Quantity: 24
Time: 2020-11-18T17:05:20.015186100, Number ID: 289, Price: 190.86, Quantity: 11
Time: 2020-11-18T17:05:20.015186100, Number ID: 290, Price: 190.86, Quantity: 26
Time: 2020-11-18T17:05:20.015186100, Number ID: 291, Price: 190.86, Quantity: 14
Time: 2020-11-18T17:05:20.015186100, Number ID: 292, Price: 190.86, Quantity: 10
Time: 2020-11-18T17:05:20.015186100, Number ID: 293, Price: 190.85, Quantity: 24
Time: 2020-11-18T17:05:20.015186100, Number ID: 294, Price: 190.85, Quantity: 9
Time: 2020-11-18T17:05:20.015186100, Number ID: 295, Price: 190.85, Quantity: 26
Time: 2020-11-18T17:05:20.015186100, Number ID: 296, Price: 190.85, Quantity: 22
Time: 2020-11-18T17:05:20.015186100, Number ID: 297, Price: 190.85, Quantity: 14
Time: 2020-11-18T17:05:20.015186100, Number ID: 298, Price: 190.85, Quantity: 35
Time: 2020-11-18T17:05:20.015186100, Number ID: 299, Price: 190.85, Quantity: 3
Time: 2020-11-18T17:05:20.015186100, Number ID: 300, Price: 190.85, Quantity: 22
Time: 2020-11-18T17:05:20.015186100, Number ID: 301, Price: 190.85, Quantity: 13
Time: 2020-11-18T17:05:20.015186100, Number ID: 302, Price: 190.85, Quantity: 30
Time: 2020-11-18T17:05:20.015186100, Number ID: 303, Price: 190.85, Quantity: 14
Time: 2020-11-18T17:05:20.015186100, Number ID: 304, Price: 190.85, Quantity: 30
Time: 2020-11-18T17:05:20.015186100, Number ID: 305, Price: 190.85, Quantity: 6
Time: 2020-11-18T17:05:20.015186100, Number ID: 306, Price: 190.85, Quantity: 35
Time: 2020-11-18T17:05:20.015186100, Number ID: 307, Price: 190.85, Quantity: 8
Time: 2020-11-18T17:05:20.015186100, Number ID: 308, Price: 190.85, Quantity: 14
Time: 2020-11-18T17:05:20.015186100, Number ID: 309, Price: 190.85, Quantity: 20
Time: 2020-11-18T17:05:20.015186100, Number ID: 310, Price: 190.85, Quantity: 10
